Attribute,Const,analyzing data or information,thinking creatively,active learning,complex problem solving,mathematical reasoning,flexibility of closure,written expression,speaking,interpreting the meaning of information for others,establishing and maintaining interpersonal relationships,negotiation,coordination,updating and using relevant knowledge,integrity,initiative,self control,achievement/effort,independence,leadership,provide consultation and advice to others,training and teaching others,"organizing, planning, and prioritizing work",coordinating the work and activities of others,time management
exposed to hazardous equipment,3.7912960079458533,-0.16547810030839447,-0.1301209133477921,-0.38326343501528887,0.35238117039694394,0.07417699770277492,0.5918312539096788,-0.44631547396206356,0.2917737411267478,-0.10459919023195594,-0.2360547574303151,0.021313925751389497,-0.3510139260591075,-0.0751759285210245,-0.005352359293803277,0.10665110678237777,-0.18280163623071238,-0.30613160298695,-0.17018810809396615,0.17697091899968628,-0.05155844181891156,0.19090485133932825,-0.0005691725601758083,0.16072253223050548,0.2562228509977604
exposed to high places,3.546067584616396,-0.11038323950895679,-0.038683102127107453,-0.24320592783695227,0.0071721942513230455,0.07286945051751376,0.32594645871681815,-0.15102784866138283,0.11343005699526465,0.13067650019126067,-0.2945176785597304,0.18408460839928142,-0.2027722177580132,-0.2122159820939969,-0.04497636176238658,0.08704937227576075,-0.12800224212367253,-0.15736394618630636,-0.28008806824715454,0.36951122957295834,-0.04488676465349491,0.07008906373793136,0.05139788963941033,0.03870474758973103,0.013478161159988058
"exposed to minor burns, cuts, bites, or stings",2.0993467262167753,-0.14510950859351804,-0.19929044428510992,-0.12691890949623913,0.07805825748071765,-0.07999361681680661,0.45162750939257934,-0.21219431872642416,0.19919551552240744,-0.06612575884218037,-0.17855676383567465,-0.13117194829246395,-0.06432896957552403,0.11568362402125357,0.1564820646542124,0.020104206577862594,-0.15053943988122126,-0.37917157196401724,0.2370984664675564,0.1275007073149519,-0.06521974220453138,0.059255682651447816,-0.16262789014778567,0.26376382290859524,0.19512744814058064
exposed to radiation,-1.0003997005076632,-0.09722873592103841,-0.2536448926926392,0.027476301881371637,0.21604539199733688,-0.0780109623470982,0.46157149864690966,-0.22395416957084224,0.3304785859357758,-0.2927824555355184,-0.0009437651149312998,-0.27401108064513013,-0.05795948385826743,0.48945827222919813,-0.03492034865482007,-0.05635822767033982,0.16411327677281004,0.33455566461864056,-0.10204587437983739,-0.07569833920967123,0.09567676253637745,-0.010058799881635664,-0.2645913316296717,0.048780472706663136,0.2736207943186088
exposed to whole body vibration,1.5290985127699221,-0.034327173042722814,-0.01679249818662924,-0.10142194138136881,0.038128003781864,0.016300666176773226,0.1345969445479492,-0.05295446268059,0.048484217475035625,0.04711683320077467,-0.07118052506894192,0.04015604589452358,-0.0716306893444761,-0.07274124948304003,0.05964162043340913,-0.01037427557834769,-0.0934731050176493,-0.0677055419428725,-0.02449202692512709,0.11640066875483271,-0.039247179619078046,0.027321051239042906,-0.02522044023038568,0.01259508199660327,0.07466584694213882
extent flexibility,1.9228089541906503,-0.16275034972699792,-0.12547074500057692,-0.09671023665126713,-0.024216639409293222,-0.10650952092883466,0.3998904298153106,-0.3556078397133181,0.08197788228146285,-0.15352951508147986,0.02758615446716798,-0.2528945657533823,0.031196856915211353,0.26032138271785416,0.08445308953236347,-0.03053507385183841,-0.03835685240202895,-0.16808864459479395,0.10979884976314659,0.08308270462204538,-0.10503970453334764,0.11522897604236608,-0.07397082262772646,0.12311145515880412,0.25491728962938137
extremely bright or inadequate lighting,2.330840943967159,-0.10230522599589818,-0.07270749510302343,-0.22350503870660576,0.0397818701729641,-0.02614687137207148,0.44798996080971476,-0.22124052224720758,0.13784765097555376,0.0757359268519175,-0.15755667514338406,-0.01869589254262454,-0.19303606486255187,-0.04521184115160217,-0.06334089868714629,0.12013662503624753,-0.09234670783319794,-0.24531034434731824,-0.09976389631460159,0.25491602546009845,-0.11342371609794252,0.052647325926425965,0.13480113629595444,0.002829448651344454,0.3352638100570394
face-to-face discussions,3.5404362753232625,-0.014067255043288268,-0.030093109887918107,-0.047028967237558734,0.1479094325129963,0.05162624792162385,0.02584771790858005,-0.10656070948049097,0.08942268080172666,-0.07067257373115109,0.14625244960065584,-0.0291148522782477,0.010595263630012165,0.17742608365987148,0.09005466454783559,0.006563731031628756,0.10359897758138581,-0.18889965727992736,-0.03938576522211961,0.0514920496789739,-0.07126781601239826,0.02546892161225839,-0.19436575503797524,0.05102856737899758,0.11751523880034467
far vision,1.0846069373924725,-0.15389967336964552,0.04589606980693943,-0.08336091951010868,-0.02418482347028601,0.060006633253818505,0.46861847171291104,-0.0580956339527692,0.16120273441115324,0.08274565299204012,-0.07046079914091752,0.0034527562057082434,-0.004443769411644368,0.029535119944473755,-0.0022314449075039734,0.004585736980228286,-0.08365159646130937,-0.02639151456483709,-0.055560377081129375,0.10215070060796938,-0.08492356335596721,0.03816603051799438,0.08447840270780284,0.033362748037498946,0.12325930774783418
fine arts,0.7965678147711339,-0.36137216972273445,0.6784720856373757,0.1241670706746083,-0.30914138472648756,-0.14738793193700372,0.2653687321018987,-0.09347761548549316,0.02440258424924154,0.08223197414146755,0.4599917818714411,-0.2609569395552089,-0.21053251556553404,-0.3414317937793463,-0.22668126780364722,-0.19367274349366537,0.09434641979997102,0.49220101621227796,-0.002377564896139911,0.0058526376424482,-0.1357563637718018,-0.09706399399270298,-0.050027963500763925,0.13103011878555298,0.24714619590964945
finger dexterity,2.719275256605758,-0.2776155687106551,-0.10462297387796587,0.04670163937245407,0.1270479351913902,-0.07361728216943964,0.5962951042141252,-0.250425701653086,-0.2758028880593332,-0.173762759913171,0.07101643017920042,-0.4235524124282297,0.17074135803579377,0.5963504760414339,-0.09768168934608855,-0.0804358086646628,0.14691256207636416,-0.0788129247549651,0.1527516394277187,-0.18356392367910104,-0.012757862478754767,-0.1419371397536369,-0.19671595824902652,0.1034368452948746,0.3482581432872432
fluency of ideas,-0.12256192450418979,-0.09847881092675373,0.3153993348405966,0.11843682713176659,0.13159144255174599,0.09128829284313486,0.2074307768854629,0.20741091007742685,-0.051610138938315855,-0.04671303542113003,0.17309766510527785,-0.0293486200718058,0.1668484597359641,-0.10738293889586614,-0.0712876437935803,0.09927429672702298,-0.05301675060082331,0.07006454318729714,-0.10525713480699446,-0.10689266593371932,0.061101797270523235,-0.027394478316337952,0.022451668795150787,-0.026586434595061922,0.07417906099439875
food production,1.214950876123659,0.03358436738542026,-0.09378950169760614,-0.055285680398221085,-0.028295422606228852,0.04481723934221296,0.09127216483761455,-0.03700631543739705,0.038701164214257955,-0.06702492854420816,0.016415076299159753,0.15310953570817973,-0.09187225525180098,-0.0360745642335485,0.13670771971566126,0.007432696761954031,-0.18378161236401622,-0.2094330979162732,0.09651888951242184,0.15223239501549563,-0.08058405687227864,0.14075395460251847,-0.02016992627823439,0.14793493454720838,-0.0852527653195623
foreign language,-0.6636327588295987,0.02948057204045381,0.08861525039815271,0.06908946953363307,-0.03307623054793679,-0.20694728509508947,0.23176626543202328,0.0963965335494,0.0132893129600773,0.2200775553011512,0.06726417972552858,-0.10872901465834285,0.08321192936189215,-0.2578494466844596,0.05021692413512403,-0.018123151245793005,0.2690153766952626,0.22505619430862836,0.04042245511711533,-0.1640205267154336,-0.09394694594284903,0.08661308384102975,-0.05110645640504177,0.07800214380627393,-0.14185446701073517
freedom to make decisions,1.9282648486504574,-0.01990732573633093,-0.02151780348526163,0.14456991263486446,0.08859499059607148,-0.04929698636331544,0.02235948596508435,-0.023586015436002833,0.2453602176757634,0.012160049584371661,0.054566319434466215,0.05053223747572488,-0.09418883916492939,0.12012818622538816,-0.14090298757849712,0.14778536432924952,-0.03401171906510021,0.07096580059291765,0.2655099552126384,0.10394117066518971,0.03931424387056534,0.021487447059997153,-0.32262830618765626,-0.021728302301788974,-0.03737403671424208
frequency of conflict situations,-0.6513999976821077,0.1384344375715128,-0.07292863711917602,-0.10364388410841588,0.1508131083949706,-0.12249679540189284,0.037763698917920675,-0.0852894011634501,0.1644708414951416,-0.2140334545340395,0.03320056641632242,0.46650051757559907,0.19503487072958792,0.11685045600577187,-0.010114865234365082,-0.09123945726499277,0.48009935698698813,-0.11340737241767611,-0.005221127848522262,0.05573721840119327,-0.017351709737788976,-0.0728981624620927,0.09079643443264784,0.03729188341691689,-0.024810392272597452
frequency of decision making,0.5021732418467306,-0.1372127839381498,-0.373339876831486,-0.11105067791252803,0.06402193761052687,-0.046311426581716525,0.09815049937250393,-0.2944456104188585,0.564504175277698,-0.15506048515868093,0.13048945441736634,0.18559145235007501,-0.01476888014467563,0.4291487096058917,0.019764369580947454,-0.05240596310052478,0.2919096877360011,0.20229255113117006,-0.06930008459560319,0.28126909638812525,0.026393677016179014,-0.1494317152871125,-0.13571367730538894,-0.11476973952672827,0.19244626548234398
geography,2.3086770408556414,0.26180678911785565,0.09529912491003084,-0.4001730686994081,-0.13451481929298625,-0.10602150238022336,0.1730785814205679,0.07107578871376306,0.3657923562354278,0.38331490061979734,-0.054503063580429355,0.1532485329395795,-0.16823991242841804,-0.2795989640200374,-0.19316805296981543,-0.28953923996903436,-0.4359242129658424,0.040925848757429314,0.2535286826505123,0.2712580566827822,-0.40478287842903443,0.05919124291606418,0.10895806317227927,0.2595422563684495,-0.02669627983913439
getting information,2.2455731806108155,0.13901879534457984,-0.02909561467762528,-0.040924946861678746,0.049948951121310606,-0.07386260543819018,0.014760388082171168,0.05500884552608262,0.032189741400590284,0.09542337974234359,0.07014932777627743,0.036790435768993233,0.052455350870132644,0.19096614298209558,0.1158867061371701,0.05773878567570233,-0.06705183528699717,0.051209685074759606,-0.019005788573624276,-0.045503116478937886,-0.028140335386809687,-0.09707785689345409,-0.056088452276323926,0.03730235324254903,-0.028528157469212632
glare sensitivity,1.4253013317993597,-0.11191719070728957,-0.04246464254547543,-0.15770615701322932,-0.0397867843063317,0.029433042704331364,0.24143192443158754,-0.14336306350391848,0.16887114337493603,0.10319022062541267,-0.09425959899356508,0.056039044705653025,0.06681745865467643,-0.03954963243071248,0.09921657538440545,-0.1353671557791521,-0.16867804779236606,-0.038657279653056945,0.02866806788358643,0.1315118044571023,-0.10081212109706561,0.022288997561676214,0.10651960314055336,-0.003391142543360331,0.014077794871593155
gross body coordination,0.9571300209782427,-0.14929647335623927,-0.06214284117479403,-0.07095665530913206,-0.1433030010569966,-0.10073520379634647,0.3691827618921385,-0.2623763778239047,0.04368482134893696,-0.07460519673572168,0.09571021386742762,-0.18345573175010704,0.18894529735349253,0.07495898784252587,0.15875234418115944,-0.019321447639132103,0.009096854701455267,-0.22677938999440683,0.26473443761883175,-0.012899940021960366,-0.024954824714597125,0.0676212201928451,-0.016230808256510562,0.10224964310484662,0.0899318205850604
gross body equilibrium,1.3913732459352286,-0.1299682654643092,-0.08639856158896352,-0.09785918504748382,-0.07704173179058961,-0.088910875662204,0.3523521573322069,-0.23477306970560324,-0.0033728894200101217,-0.03608715502588361,0.06083183419141444,-0.10393294984002027,0.0996212880515242,0.008327137662185933,0.08875353369165241,-0.005204814358008469,0.014664483871185303,-0.143869684689298,0.1567158737049034,0.02895211763207156,-0.0321984577145974,0.09641633792701516,-0.024185538308096607,0.06923898208199855,0.10759139874672899
"guiding, directing, and motivating subordinates",-1.7769629707229955,0.02173071999238132,0.02645825237836975,0.07555216620715217,-0.039424109470543416,0.02299840250052831,0.05288706979079818,0.05399620793782247,0.08229847589388874,-0.116707232699881,-0.09247906689638521,0.003842876100873907,0.14816233652344646,0.10829471494807724,0.19621530108907512,-0.18107155986178083,-0.07112483703984684,0.23080456243666006,-0.21836708426833915,0.14775505805190156,0.09858536628862005,0.2003672202223538,-0.060225107266903735,0.6410645934208223,0.09599415954962232
handling and moving objects,2.6184495727677697,-0.2655107224989151,-0.11773205659508817,-0.009349901842829307,-0.15200054869125806,-0.16985729825041126,0.6201160862807324,-0.2687624583432582,0.09227274824027051,-0.28602109863508857,0.01657556737475008,-0.4301027778944409,-0.0974868510201889,0.5281436721212411,0.17709184527635827,0.08889736968369717,0.04234083422491111,-0.5814635744921949,0.11376711877059292,0.0570979478075476,-0.26666750681475976,0.19977055631201254,-0.1065441423167707,0.334321093811711,0.34514396212778276
hearing sensitivity,1.7149837149434153,-0.16258168235198553,-0.02126023918369365,-0.09568074373833685,0.12265309776660087,-0.03384037726625498,0.4594821109442551,-0.16433503457844875,-0.1028553052963629,-0.020850077010421623,0.1015932571074078,-0.0704854298417582,0.04197918759810665,0.14117392172107113,0.01445213520048718,-0.14608242289791945,0.026964359145525092,0.058717000163476876,0.007703705454824162,-0.0026666548374164444,-0.08932002888258488,0.0225857685619086,-0.12399627396509488,0.024293180914119007,0.22024208570911408
history and archeology,-0.08413318936582237,0.014993792149210487,0.27742925959815967,-0.02806217498011189,-0.12224559978809718,-0.3009403815877196,0.09892788152919837,0.24068037157758887,0.26983295102140464,0.4276450691163999,0.07674708123018045,-0.0901842470622751,-0.22349633169594194,-0.47990917892935653,-0.00447418462888877,-0.1205754048872441,-0.1608057246359907,0.31364677763145715,0.08670252081496219,0.06969464791355684,-0.37074259259301223,0.16635428935028893,0.13836150627790117,0.05906562817329297,0.04251429606428098
"identifying objects, actions, and events",1.0930453757159229,0.23173567827934197,-0.02704294279108048,-0.1142013686114283,0.15212611382643396,-0.16982481517343567,0.2882832835183008,-0.086882016880889,0.1373063834736204,0.11419468663959909,0.004997308770717775,-0.0337305416977014,0.001312761581930296,0.18612609005102557,-0.058043276693200085,-0.005134248554398428,-0.004691089055881121,0.041263956880053285,0.04390402961451703,0.1197359199725139,-0.1429306607068256,-0.02135620817029048,0.020471406133008248,0.05671283284198606,-0.006917902922865977
impact of decisions on co-workers or company results,0.8845511192198199,-0.08868405070949363,-0.29124108209805877,-0.1064572546494775,0.1509304948727464,-0.02001077437223689,0.12207964252672868,-0.28981779835241167,0.46992877019560814,-0.06891720800800384,0.07937138897564147,0.08500298601018363,-0.08136216385506956,0.28747230107577426,0.11692103398901116,0.025797617420862805,0.07261898807379213,0.1977743775622523,-0.0936137934854148,0.25503089216181274,0.1094701850532179,-0.2268012658810997,-0.11613628594248394,0.022867531870326904,0.14692744342644207
importance of being exact or accurate,3.5984988373307027,0.15181219654066,-0.2793145630832829,-0.1434415258201016,0.08489114984374135,-0.007194024984743808,0.17515888201580188,-0.13640908082247208,0.10828292994944953,-0.06923214785763157,-0.062283000188873575,-0.14409271531289541,-0.12254659925349445,0.38228640676928133,-0.0012785384852273957,-0.1150671380518036,0.046558159178030356,0.37475296276372755,-0.08637309206033969,-0.006427667148593927,-0.06230578996673572,-0.15253559188676322,-0.13858857870074756,0.11980207867382903,0.18415760796761332
importance of repeating same tasks,5.634609122374046,0.2673950164926582,-0.47171985624171353,-0.22403666865461747,-0.07812860076852045,-0.09729612600835727,0.10131338402662507,-0.33006081809052945,0.005218008007156189,-0.2551589962843641,-0.038051316403061586,-0.10183849775589748,-0.21719847431240946,0.16404498540174084,-0.27237575592432683,-0.2089481391730357,0.12836350585578993,0.2263857052373567,0.16009637669603566,0.058823207469101586,-0.1130733197065697,-0.10393473985656541,0.20400741291871977,0.27097167018403967,0.21513877360134745
in an enclosed vehicle or equipment,3.0563762944482407,-0.06967396099532669,0.00936853964642928,-0.4218071536800609,-0.2263871960204314,-0.03546131195454856,0.2904150474932921,-0.19335739248551828,0.4139137819055244,0.03744335847509177,-0.2133249935179141,0.5330221513729351,-0.16787217207864086,-0.3033931832395925,0.47778149174569956,-0.014975419376860144,-0.6430146113966152,-0.5885305296043789,0.024439258996868142,0.4566846720167307,-0.008864212641879698,-0.12064173215241863,0.5171010263002189,0.17472345598769196,-0.09270517803569207
in an open vehicle or equipment,2.6068832217970836,-0.02459916029554174,-0.05568826562133964,-0.14571157059170695,0.05857513824866546,-0.01116118180046275,0.19324842705759018,-0.049208528434490195,0.05439193124000391,0.09168651717677956,-0.16575712171460127,0.0824587971821119,-0.09643384931927886,-0.14843197981371004,0.10628575158742468,0.02610027649351267,-0.2555175540133146,-0.2747278361213538,-0.08876522364970797,0.2538878056691688,-0.08699780363100477,0.07881330354052021,0.07247934267876735,0.04508763420839559,0.05489070909097228
"indoors, environmentally controlled",3.946007434802117,0.13931605717924983,-0.0343722775861091,0.13227220228586847,0.16518470957622886,-0.0990219697058103,-0.10148340992335614,-0.07375151712945671,0.09715855483333634,-0.16844120244809338,0.012177975752657475,-0.13951769230759517,0.03338120938873457,0.19412757976885656,-0.08673805718689628,-0.029357147792855018,0.13273197267470782,0.07012019485689751,-0.14257024642114594,-0.04383839149565506,0.04974379731996406,0.02310282972477514,-0.12543384787516793,-0.015323171666742574,0.11235493916671971
"indoors, not environmentally controlled",4.777305090550509,-0.0912475337219091,0.046220622978030125,-0.4563872480927433,0.13967317832684734,0.02776853659109753,0.40795194549281455,-0.12139671622716784,0.17920120023634417,0.18056678921931266,-0.26938869030664986,0.3485929904026655,-0.40483969169626316,-0.4955401122127539,0.20666407643920034,0.15691399496366054,-0.5129712198815537,-0.7381644574450104,-0.1388870896072533,0.45567417751524425,-0.11590916358529499,0.19803935376724885,0.1152427056527366,0.20261496375263105,0.1462061294499644
inductive reasoning,0.2208569677031651,0.08570700284558054,-0.05471101759381794,0.19715821788153365,0.25444067672241627,0.0005575254076453373,0.19693523366580634,0.10952150101143009,0.19990378224085745,-0.01626858435297443,0.010589853596510553,-0.10092315849105024,0.036555496591934765,0.12413578532409378,0.036077158334371584,0.06976494115873827,0.04698787294617576,-0.0014122403997130079,-0.029563070500987606,-0.015519470873216992,0.030753932646894515,-0.08452544053341593,-0.0712495819506476,0.025920572804608674,-0.09905104267388916
information ordering,1.5542396002735588,0.02189603353802408,-0.006131475157114041,0.09791573245764303,0.1843855795191367,0.0717817912254024,0.26164654845479124,0.03712538744767526,-0.11187627969400137,0.005678620999367126,-0.03821380997471826,-0.06592515359347656,0.07620101617395704,0.09586674471926912,0.04288659588777424,-0.05191424861876679,0.014313489814904823,-0.06720085946851875,-0.060495499335433266,0.018009829722748595,-0.0004221350330146853,-0.08723136490255753,0.07822908930320237,0.07050588009454802,0.02563906679694962
innovation,0.666186205460789,0.00047761092731440056,0.48648772630243053,-0.05726264236676345,0.09748785546282314,0.017214214346201018,-0.008925169456666174,0.10928626219766019,-0.2250958775202906,-0.08579865713019319,-0.06406548331295547,-0.04155133295351646,-0.010941392498787533,0.03257241898000501,-0.1358814051129424,0.38979742191819017,-0.030595762706758095,-0.07774997050897312,0.3338797185879995,0.1181648467933965,0.02686615307536054,-0.005191200854900581,-0.09108559191888256,0.07933735494618405,-0.0724886838453529
"inspecting equipment, structures, or material",3.528572757165088,-0.19700199292297638,-0.13609800552099413,-0.3565338770911409,0.19894616769712337,0.01139757276292172,0.8116376099626698,-0.4224121686290851,0.285747528230379,-0.3631874744081507,-0.40496783755349786,-0.12605934680811862,-0.4186957979723631,0.6012455485454453,0.011579193327682038,-0.04185649091598936,0.12036497352097224,-0.4853287159701918,-0.21424340829515595,0.22447468195144016,-0.026544327000626006,0.2068640779469058,-0.03212157187015634,0.40095067438737186,0.32127014221148187
installation,2.1861283226492,-0.06466323859665928,0.057494732852817046,0.008418589959803232,0.10999832986471285,-0.037200153056498,0.09137229579655949,-0.14862501723096058,-0.2172529534000936,-0.05902091091338667,-0.04566065402053464,-0.02738890728660795,-0.16582664750050918,0.14487473106284054,-0.04584161642926801,0.11506746207045034,0.036580928616119876,-0.09345785089814639,-0.10263782357716954,-0.036873818898529476,0.06480956601105788,0.013143258786831353,0.04686628491562136,-0.017134640196772247,0.10048598606881215
instructing,-0.4277075105562167,-0.12315506654060225,0.13538396091525715,0.28351712521512695,0.018006781659695485,0.03860275942672428,-0.06868406921113979,0.019952374543403116,0.16749909541452176,0.013940210044049078,-0.07846234001091693,-0.053221016178936174,0.07129997413174438,-0.12147492258131876,0.04662736820129102,-0.18675103238627527,0.0833799932172049,0.04692862615688095,0.07156401891649672,0.0626544457379393,0.037931637166328386,0.4652685469701078,-0.006254702255983782,-0.09582970158357779,0.21546705021297977
interacting with computers,4.526816906413044,0.21356017678794995,0.026720877211160787,-0.06979333290629848,0.1458862852302962,0.1908899822025693,-0.3353152215690331,0.07897092157008467,-0.20972680036502603,0.06583075974167618,-0.1452041868846839,0.051953443916762126,-0.08356655394145147,0.22009383186925374,-0.39228192359672526,0.047675837205124506,-0.08215180594282352,-0.0719648822182305,0.0024272456348658836,-0.03885046944432295,-0.05786044074442153,-0.026516976492701107,0.412852195281395,0.07657507916776077,-0.08790121874927892
"judging the qualities of things, services, or people",0.15890302646185184,0.14138032992298974,0.0010082394348799872,-0.0688593764720031,0.03409975332079053,-0.17111909985153625,0.08532550195445293,-0.1657464413186899,0.35869945852459306,-0.020977628008003256,0.06406073018013458,0.12336407523138813,-0.13096256236106335,-0.004097757856914033,-0.0054836270952902015,-0.0964298671971709,-0.06577556496339873,0.07803180456118262,0.1280245930489732,0.09183254030058688,0.0757352746469751,0.04089011644148106,0.05616666923170243,0.1304250203980401,0.20741349980469495
judgment and decision making,-0.4461300538978441,0.03172159403929578,0.028133641606597953,0.13564504266678196,0.32940410099835477,0.013380327542768536,0.11147522265666042,-0.004439867275964553,0.13224143223175558,-0.08444557380654805,0.061253281508101845,0.10873059336188318,0.10938462176533131,0.13335414669554352,0.0806014183716544,-0.10158035009598983,-0.0009565462867517499,0.02453478491368549,-0.002545935874974578,0.02054980627655383,0.07803747299525829,-0.03943529099357654,-0.0834359924724251,-0.06448883231225357,0.1361982740579773
law and government,-1.0715338955760907,0.35636309422487655,-0.2177825286748438,-0.20485099612612265,-0.07508441439037102,-0.2264224997529712,-0.16367537060371298,0.12234450054250065,0.4563488654893343,0.16203831235167263,-0.22764951998047725,0.48637713130285115,-0.1248057735397985,0.10612547714218028,0.6091913640617123,-0.31264867568042887,-0.06636918130359747,-0.1506493928671657,0.07353438018229361,0.27487805259146053,0.023918354426752948,-0.22891537344360122,0.2654358269270718,0.04871369005201186,-0.10825779832200468
learning strategies,-0.863380259248633,-0.08281555142610715,0.10880313652983875,0.4041222350881745,0.005552192556608769,0.07717867550789623,0.04023343513109978,0.14772727732980856,0.11103424211400549,0.0020535451090267325,-0.06470207826699198,-0.08864052492160682,0.07608802860410044,-0.14735485796888104,-0.06789575768947709,-0.055391497344951704,0.10286199650810575,0.010573872139600123,0.06792602913150128,0.03786378338736476,-0.021794663026556103,0.45067880097986646,0.06793217281370921,-0.14527901498325124,0.12052026775361081
letters and memos,-1.2440714046665127,-0.05568514430285396,-0.19881920096166508,0.032150657567541326,-0.008919582103621156,0.018457083010226125,0.01143906514153635,0.3071565388165527,0.27916159296070453,-0.10502070229724753,0.12990834751820818,0.25580395649870163,0.00597658078810806,0.20350145011863435,0.3906590670103905,-0.034682525138207604,-0.019880338568881023,-0.0031486007490524708,0.07893537415572784,0.059102965340456164,0.10539603535601846,-0.17243865543954617,-0.0873737915033448,0.13800456088081395,-0.0870971160100486
level of competition,1.1089909742615687,0.20600000321745415,0.12878901853857466,0.18318348557934377,-0.23878156004287207,0.011463161925795995,-0.04508329962330089,-0.10587495358965257,0.3435769026581898,-0.2377720550862071,-0.0064965630817661515,0.0926311155593648,-0.08709012787786455,0.2574060849247095,-0.23250765321542594,-0.020734985284732766,-0.1701798480234331,0.7015547006829619,-0.12275026164539918,-0.042780225179742046,0.026415370239744326,-0.18025208596693426,-0.1120874590464103,0.17087220020880142,0.06715824475546016
making decisions and solving problems,0.8710804781741301,0.11592725114864119,0.046516152840813174,-0.05882059756010968,0.24203236592219166,-0.009929841593824183,0.1655764114119661,-0.14660994850428924,0.04124807486366284,-0.04312424554903693,0.03674380624181173,0.00270378548994732,0.024660196542110387,0.2397196343740947,-0.02967635287566855,-0.035190599470610845,0.12208431706442023,0.025980850890868237,-0.04579037048529016,0.019181125985713452,0.14252518729796862,-0.08982441319068189,0.024963087808740608,0.08438244221485322,0.05889693300178885
management of financial resources,-0.38721819462100315,0.12879198128576305,-0.04987768073666904,-0.18046895398689705,0.020545003386949354,0.2693905977676006,-0.07380619614425832,-0.2023563460059358,0.05393002518821703,-0.14509315708739964,0.053906805549887284,0.27814191527782134,0.013012608732712566,-0.002121708089492986,0.09994995969949648,0.24283133749606994,-0.2972062427443706,-0.078085439933823,-0.02800811673642186,0.20677553861122855,-0.029890515302129543,-0.04000472693421345,-0.0363052295868107,0.24723805135047755,0.3388212604614077
management of material resources,0.4185036919182894,0.06610638387765427,-0.010592448578369381,-0.1792262267286828,0.08371067792508557,0.1295102946851748,0.0873754809981083,-0.2312189267665844,0.13541955987786694,-0.1538355345859681,-0.08785435482978154,0.1268264781790652,0.09240905540322769,-0.0045379889150666715,-0.007404725925193462,0.19687427573054375,-0.28103919504886216,-0.1945441946502102,0.02955364478537722,0.20618022476863856,-0.007853088948368853,0.05060914799617741,0.009029264059053252,0.23919210039994124,0.31569481088370066
management of personnel resources,0.173256201870438,-0.019799753477175337,-0.03185361215875161,0.09208316161623933,0.11738115887643315,-0.0033644939050191947,0.05593051451029593,-0.10598857550967264,0.053593716942310625,0.019079011001780548,-0.07226604610164236,0.16173921013914494,0.17786697455746803,0.014547859278209072,0.06139733285525229,0.04225619742179437,-0.10481982168450632,-0.10879298290858255,-0.0681946839343332,0.17268560336384056,-0.026908203773721003,0.045732716451666405,-0.12646058789040482,0.27367474894519883,0.26239470968772577
manual dexterity,4.720973953805356,-0.20794589027891378,-0.19724851305085167,0.09161151556907829,0.01241872397541217,-0.22542682399916225,0.6384516423550319,-0.5266947743943583,-0.14769961268529955,-0.30015203418277864,0.044734665417701804,-0.4359432948445622,0.09132345237449106,0.6038457014381498,-0.1888020093757581,0.004195789874597419,0.11814980123737581,-0.029348856795540078,0.008684142753124369,-0.10850123976618371,-0.16322474633484846,0.030770499777904615,-0.4491417309985592,0.20290950610034494,0.4459536915216096
mathematics,0.3355399426930328,0.08380469547814969,0.00585775224240126,0.014192036603443592,0.044249970031982555,0.9108847564676009,-0.0015206227566891273,-0.10505100198375686,0.09228042709525155,-0.005880911709941067,-0.03420705239442626,-0.08393156161557581,0.0708214489365612,-0.06046652655554424,0.05190680556608907,0.00954392488883541,-0.04470831658855384,-0.009348182504055252,-0.07137147964103374,0.0291427483091503,-0.044686609794376275,0.01243664320468672,0.027012948918379038,0.0013574445172213276,-0.048549627305345455
mechanical,4.833599721669209,-0.16641968359929532,0.002800686851698625,-0.37489019358992703,0.31183352855240465,0.25153423997363433,0.516532574043999,-0.4261205137200587,0.15690234052721733,-0.21016497349857644,-0.42742033865285317,0.05793856810925012,-0.5638367685976263,0.154188599490194,-0.15641347004241005,0.34213768730776173,-0.024409045291766865,-0.5888235636397169,-0.2379357461685201,0.29394762333191865,0.021106428330118228,0.1445822500976433,-0.14101881555497392,0.25021241787061616,0.3118111325373792
medicine and dentistry,-8.060905537547542,-0.3647389452517578,-0.5230282036753903,0.3434576559704514,0.27963633300999713,-0.2625149576438942,0.9121342606250066,-0.1721482575293303,0.2878589601157911,-0.2687784225340099,0.5137585181733829,-0.6834643449881153,0.4859558393173059,1.4525488374810678,0.4450163712044364,-0.31065813972545264,0.5730314373515916,0.21279112555194324,0.3235280629241518,-0.12246240066441752,0.16744304066945448,-0.05377245463346265,-0.7991408126939477,0.016190057173627787,0.07485509618734518
memorization,0.10947161642123726,-0.13264660057181255,-0.0027553563878481013,0.30022379006348743,0.08344933881761532,0.1184628514954145,0.18993881568312232,0.04577658225482024,0.0018374571450079473,0.10613564850985331,-0.00923462438441227,-0.055928094703010946,-0.000985104950369537,-0.07131943859515924,-0.0455435073748954,-0.02184486397889861,0.0021758901368811034,0.03294403995304987,-0.009452403305491963,0.06549412486924555,-0.029687867083953615,0.11603802991758752,0.023735564147631352,-0.03567342098975755,0.10346998878693804
