O*NET-SOC Code	Title	Importance
47-3015.00	Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters	9.69
27-2023.00	Umpires, Referees, and Other Sports Officials	9.68
41-9022.00	Real Estate Sales Agents	9.52
51-4012.00	Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic	9.52
29-2034.00	Radiologic Technologists	9.31
23-2091.00	Court Reporters	9.14
43-5032.00	Dispatchers, Except Police, Fire, and Ambulance	9.12
45-3011.00	Fishers and Related Fishing Workers	9.03
47-5012.00	Rotary Drill Operators, Oil and Gas	8.91
33-3051.01	Police Patrol Officers	8.84
51-9083.00	Ophthalmic Laboratory Technicians	8.82
51-4032.00	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	8.719999999999999
39-9011.00	Childcare Workers	8.71
39-9011.01	Nannies	8.7
17-3012.01	Electronic Drafters	8.64
37-2011.00	Janitors and Cleaners, Except Maids and Housekeeping Cleaners	8.5
31-2022.00	Physical Therapist Aides	8.49
49-9062.00	Medical Equipment Repairers	8.49
37-1011.00	First-Line Supervisors of Housekeeping and Janitorial Workers	8.33
43-3071.00	Tellers	8.32
53-5021.02	Mates- Ship, Boat, and Barge	8.08
51-9199.01	Recycling and Reclamation Workers	8.01
17-3021.00	Aerospace Engineering and Operations Technicians	7.92
27-1023.00	Floral Designers	7.91
39-9021.00	Personal Care Aides	7.720000000000001
39-1011.00	Gaming Supervisors	7.71
47-2111.00	Electricians	7.61
31-9091.00	Dental Assistants	7.59
51-2031.00	Engine and Other Machine Assemblers	7.2
39-4031.00	Morticians, Undertakers, and Funeral Directors	7.17
51-9081.00	Dental Laboratory Technicians	7.16
51-8099.04	Hydroelectric Plant Technicians	7.11
35-3031.00	Waiters and Waitresses	7.08
49-9061.00	Camera and Photographic Equipment Repairers	7.08
43-9041.01	Insurance Claims Clerks	7.01
29-2056.00	Veterinary Technologists and Technicians	6.95
43-5081.03	Stock Clerks- Stockroom, Warehouse, or Storage Yard	6.92
27-4031.00	Camera Operators, Television, Video, and Motion Picture	6.9
47-4099.03	Weatherization Installers and Technicians	6.9
35-2012.00	Cooks, Institution and Cafeteria	6.78
49-9021.01	Heating and Air Conditioning Mechanics and Installers	6.67
29-2031.00	Cardiovascular Technologists and Technicians	6.58
47-2181.00	Roofers	6.58
19-4051.01	Nuclear Equipment Operation Technicians	6.43
29-2051.00	Dietetic Technicians	6.32
43-2011.00	Switchboard Operators, Including Answering Service	6.31
27-4014.00	Sound Engineering Technicians	6.24
47-3011.00	Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters	6.23
43-9041.02	Insurance Policy Processing Clerks	6.12
53-1031.00	First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators	5.94
27-3012.00	Public Address System and Other Announcers	5.75
35-9031.00	Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop	5.69
53-3041.00	Taxi Drivers and Chauffeurs	5.68
11-9051.00	Food Service Managers	5.54
49-2021.00	Radio, Cellular, and Tower Equipment Installers and Repairers	5.51
33-2021.01	Fire Inspectors	5.51
53-3032.00	Heavy and Tractor-Trailer Truck Drivers	5.48
35-3022.01	Baristas	5.47
13-2021.01	Assessors	5.45
51-5111.00	Prepress Technicians and Workers	5.2
51-9151.00	Photographic Process Workers and Processing Machine Operators	5.2
45-2092.01	Nursery Workers	5.16
43-5081.04	Order Fillers, Wholesale and Retail Sales	5.11
25-9041.00	Teacher Assistants	5.05
47-2221.00	Structural Iron and Steel Workers	5.03
49-9092.00	Commercial Divers	5.02
29-2041.00	Emergency Medical Technicians and Paramedics	4.89
47-2081.00	Drywall and Ceiling Tile Installers	4.82
33-1011.00	First-Line Supervisors of Correctional Officers	4.75
51-4041.00	Machinists	4.71
43-4081.00	Hotel, Motel, and Resort Desk Clerks	4.6
43-4121.00	Library Assistants, Clerical	4.56
31-9097.00	Phlebotomists	4.55
33-2011.01	Municipal Firefighters	4.42
33-2021.02	Fire Investigators	4.41
29-2057.00	Ophthalmic Medical Technicians	4.35
45-3021.00	Hunters and Trappers	4.35
27-4013.00	Radio Operators	4.3
47-2151.00	Pipelayers	4.3
29-2052.00	Pharmacy Technicians	4.19
51-9071.01	Jewelers	4.17
17-3031.01	Surveying Technicians	4.17
51-2093.00	Timing Device Assemblers and Adjusters	4.16
45-2021.00	Animal Breeders	4.0600000000000005
51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	4.05
41-2031.00	Retail Salespersons	4.01
47-2031.02	Rough Carpenters	3.94
51-9041.00	Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders	3.9
51-6051.00	Sewers, Hand	3.7
43-4021.00	Correspondence Clerks	3.69
35-3022.00	Counter Attendants, Cafeteria, Food Concession, and Coffee Shop	3.62
53-5021.01	Ship and Boat Captains	3.61
35-9011.00	Dining Room and Cafeteria Attendants and Bartender Helpers	3.6
49-9063.00	Musical Instrument Repairers and Tuners	3.57
35-2014.00	Cooks, Restaurant	3.52
33-3021.03	Criminal Investigators and Special Agents	3.49
51-4193.00	Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic	3.43
49-2091.00	Avionics Technicians	3.33
31-9011.00	Massage Therapists	3.33
51-2041.00	Structural Metal Fabricators and Fitters	3.31
43-4151.00	Order Clerks	3.26
39-3021.00	Motion Picture Projectionists	3.23
17-3024.00	Electro-Mechanical Technicians	3.22
51-9195.07	Molding and Casting Workers	3.02
39-5011.00	Barbers	2.9299999999999997
49-9099.01	Geothermal Technicians	2.86
51-9061.00	Inspectors, Testers, Sorters, Samplers, and Weighers	2.75
35-3041.00	Food Servers, Nonrestaurant	2.72
43-4171.00	Receptionists and Information Clerks	2.67
51-4111.00	Tool and Die Makers	2.64
49-3041.00	Farm Equipment Mechanics and Service Technicians	2.63
49-3011.00	Aircraft Mechanics and Service Technicians	2.5
49-3093.00	Tire Repairers and Changers	2.41
49-2095.00	Electrical and Electronics Repairers, Powerhouse, Substation, and Relay	2.39
27-4012.00	Broadcast Technicians	2.39
29-2099.06	Radiologic Technicians	2.39
43-5041.00	Meter Readers, Utilities	2.39
53-7081.00	Refuse and Recyclable Material Collectors	2.22
49-3092.00	Recreational Vehicle Service Technicians	2.08
51-6041.00	Shoe and Leather Workers and Repairers	1.85
51-9051.00	Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	1.84
51-8092.00	Gas Plant Operators	1.83
53-4041.00	Subway and Streetcar Operators	1.83
51-9011.00	Chemical Equipment Operators and Tenders	1.77
53-7121.00	Tank Car, Truck, and Ship Loaders	1.76
39-2011.00	Animal Trainers	1.75
51-7042.00	Woodworking Machine Setters, Operators, and Tenders, Except Sawing	1.72
49-9064.00	Watch Repairers	1.68
39-3031.00	Ushers, Lobby Attendants, and Ticket Takers	1.65
51-6063.00	Textile Knitting and Weaving Machine Setters, Operators, and Tenders	1.63
43-3021.02	Billing, Cost, and Rate Clerks	1.58
49-9081.00	Wind Turbine Service Technicians	1.56
51-4071.00	Foundry Mold and Coremakers	1.5
13-1032.00	Insurance Appraisers, Auto Damage	1.47
49-9012.00	Control and Valve Installers and Repairers, Except Mechanical Door	1.44
33-3041.00	Parking Enforcement Workers	1.43
51-3022.00	Meat, Poultry, and Fish Cutters and Trimmers	1.3
51-4052.00	Pourers and Casters, Metal	1.27
51-9022.00	Grinding and Polishing Workers, Hand	1.27
29-2061.00	Licensed Practical and Licensed Vocational Nurses	1.26
47-2061.00	Construction Laborers	1.22
45-2092.02	Farmworkers and Laborers, Crop	1.17
33-3051.03	Sheriffs and Deputy Sheriffs	1.16
53-5031.00	Ship Engineers	1.15
35-3011.00	Bartenders	1.12
51-9012.00	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	1.08
51-9195.03	Stone Cutters and Carvers, Manufacturing	0.97
53-6021.00	Parking Lot Attendants	0.96
53-5011.00	Sailors and Marine Oilers	0.78
37-2012.00	Maids and Housekeeping Cleaners	0.71
41-9011.00	Demonstrators and Product Promoters	0.65
47-2031.01	Construction Carpenters	0.65
51-4121.07	Solderers and Brazers	0.64
43-4181.00	Reservation and Transportation Ticket Agents and Travel Clerks	0.59
51-2023.00	Electromechanical Equipment Assemblers	0.58
51-8031.00	Water and Wastewater Treatment Plant and System Operators	0.52
49-9097.00	Signal and Track Switch Repairers	0.51
43-5111.00	Weighers, Measurers, Checkers, and Samplers, Recordkeeping	0.51
41-2022.00	Parts Salespersons	0.5
51-8099.03	Biomass Plant Technicians	0.5
29-2071.00	Medical Records and Health Information Technicians	0.5
51-9023.00	Mixing and Blending Machine Setters, Operators, and Tenders	0.49
47-2231.00	Solar Photovoltaic Installers	0.49
51-4021.00	Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic	0.45
31-1014.00	Nursing Assistants	0.45
41-2011.00	Cashiers	0.42
41-1011.00	First-Line Supervisors of Retail Sales Workers	0.42
49-2011.00	Computer, Automated Teller, and Office Machine Repairers	0.38
51-8013.00	Power Plant Operators	0.37
49-9096.00	Riggers	0.33
51-9141.00	Semiconductor Processors	0.31999999999999995
43-4141.00	New Accounts Clerks	0.3
51-9032.00	Cutting and Slicing Machine Setters, Operators, and Tenders	0.29
43-9061.00	Office Clerks, General	0.24
45-2093.00	Farmworkers, Farm, Ranch, and Aquacultural Animals	0.23
31-9096.00	Veterinary Assistants and Laboratory Animal Caretakers	0.21
31-2021.00	Physical Therapist Assistants	0.17
13-1074.00	Farm Labor Contractors	0.14
39-4021.00	Funeral Attendants	0.13
51-4062.00	Patternmakers, Metal and Plastic	0.11
49-9071.00	Maintenance and Repair Workers, General	0.09
39-3091.00	Amusement and Recreation Attendants	0.06
51-4072.00	Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic	0.0
51-5113.00	Print Binding and Finishing Workers	0.0
47-2022.00	Stonemasons	0.0
47-4061.00	Rail-Track Laying and Maintenance Equipment Operators	0.0
53-7071.00	Gas Compressor and Gas Pumping Station Operators	0.0
49-9031.00	Home Appliance Repairers	0.0
37-3013.00	Tree Trimmers and Pruners	0.0
53-7064.00	Packers and Packagers, Hand	0.0
53-4031.00	Railroad Conductors and Yardmasters	0.0
51-3023.00	Slaughterers and Meat Packers	0.0
51-8012.00	Power Distributors and Dispatchers	0.0
33-3012.00	Correctional Officers and Jailers	0.0
45-2041.00	Graders and Sorters, Agricultural Products	0.0
49-9098.00	Helpers--Installation, Maintenance, and Repair Workers	0.0
47-2071.00	Paving, Surfacing, and Tamping Equipment Operators	0.0
51-4121.06	Welders, Cutters, and Welder Fitters	0.0
43-5051.00	Postal Service Clerks	0.0
53-4012.00	Locomotive Firers	0.0
47-2043.00	Floor Sanders and Finishers	0.0
49-3023.02	Automotive Specialty Technicians	0.0
51-4033.00	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	0.0
51-9191.00	Adhesive Bonding Machine Operators and Tenders	0.0
51-6093.00	Upholsterers	0.0
49-9043.00	Maintenance Workers, Machinery	0.0
53-2031.00	Flight Attendants	0.0
51-9071.07	Precious Metal Workers	0.0
49-9094.00	Locksmiths and Safe Repairers	0.0
45-4021.00	Fallers	0.0
47-4051.00	Highway Maintenance Workers	0.0
49-9052.00	Telecommunications Line Installers and Repairers	0.0
39-3011.00	Gaming Dealers	0.0
33-9093.00	Transportation Security Screeners	0.0
51-9194.00	Etchers and Engravers	0.0
49-9095.00	Manufactured Building and Mobile Home Installers	0.0
27-2031.00	Dancers	0.0
29-2055.00	Surgical Technologists	0.0
51-6091.00	Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers	0.0
49-9091.00	Coin, Vending, and Amusement Machine Servicers and Repairers	0.0
47-2041.00	Carpet Installers	0.0
49-9051.00	Electrical Power-Line Installers and Repairers	0.0
47-2021.00	Brickmasons and Blockmasons	0.0
51-9121.00	Coating, Painting, and Spraying Machine Setters, Operators, and Tenders	0.0
49-3051.00	Motorboat Mechanics and Service Technicians	0.0
49-9045.00	Refractory Materials Repairers, Except Brickmasons	0.0
43-9021.00	Data Entry Keyers	0.0
51-7021.00	Furniture Finishers	0.0
35-2011.00	Cooks, Fast Food	0.0
51-4023.00	Rolling Machine Setters, Operators, and Tenders, Metal and Plastic	0.0
51-7032.00	Patternmakers, Wood	0.0
47-4091.00	Segmental Pavers	0.0
43-6013.00	Medical Secretaries	0.0
47-2121.00	Glaziers	0.0
51-4034.00	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	0.0
47-2011.00	Boilermakers	0.0
51-6042.00	Shoe Machine Operators and Tenders	0.0
49-2094.00	Electrical and Electronics Repairers, Commercial and Industrial Equipment	0.0
51-9196.00	Paper Goods Machine Setters, Operators, and Tenders	0.0
53-7072.00	Pump Operators, Except Wellhead Pumpers	0.0
35-3021.00	Combined Food Preparation and Serving Workers, Including Fast Food	0.0
47-2152.01	Pipe Fitters and Steamfitters	0.0
39-5093.00	Shampooers	0.0
49-3042.00	Mobile Heavy Equipment Mechanics, Except Engines	0.0
53-7063.00	Machine Feeders and Offbearers	0.0
47-5042.00	Mine Cutting and Channeling Machine Operators	0.0
51-3093.00	Food Cooking Machine Operators and Tenders	0.0
51-3011.00	Bakers	0.0
51-9197.00	Tire Builders	0.0
33-9032.00	Security Guards	0.0
47-2051.00	Cement Masons and Concrete Finishers	0.0
47-2152.02	Plumbers	0.0
51-6062.00	Textile Cutting Machine Setters, Operators, and Tenders	0.0
53-6031.00	Automotive and Watercraft Service Attendants	0.0
31-9092.00	Medical Assistants	0.0
51-9193.00	Cooling and Freezing Equipment Operators and Tenders	0.0
47-2171.00	Reinforcing Iron and Rebar Workers	0.0
49-3052.00	Motorcycle Mechanics	0.0
31-2012.00	Occupational Therapy Aides	0.0
43-4031.01	Court Clerks	0.0
51-7011.00	Cabinetmakers and Bench Carpenters	0.0
53-7011.00	Conveyor Operators and Tenders	0.0
43-5011.00	Cargo and Freight Agents	0.0
53-7041.00	Hoist and Winch Operators	0.0
43-5031.00	Police, Fire, and Ambulance Dispatchers	0.0
49-3022.00	Automotive Glass Installers and Repairers	0.0
51-7041.00	Sawing Machine Setters, Operators, and Tenders, Wood	0.0
35-9021.00	Dishwashers	0.0
39-5094.00	Skincare Specialists	0.0
51-5112.00	Printing Press Operators	0.0
31-9095.00	Pharmacy Aides	0.0
53-7073.00	Wellhead Pumpers	0.0
49-2096.00	Electronic Equipment Installers and Repairers, Motor Vehicles	0.0
51-2022.00	Electrical and Electronic Equipment Assemblers	0.0
51-4031.00	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	0.0
51-2021.00	Coil Winders, Tapers, and Finishers	0.0
53-4021.00	Railroad Brake, Signal, and Switch Operators	0.0
47-5011.00	Derrick Operators, Oil and Gas	0.0
51-3021.00	Butchers and Meat Cutters	0.0
53-4011.00	Locomotive Engineers	0.0
43-5021.00	Couriers and Messengers	0.0
35-1012.00	First-Line Supervisors of Food Preparation and Serving Workers	0.0
53-6051.07	Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation	0.0
51-6011.00	Laundry and Dry-Cleaning Workers	0.0
39-5092.00	Manicurists and Pedicurists	0.0
43-5081.02	Marking Clerks	0.0
53-6011.00	Bridge and Lock Tenders	0.0
47-2082.00	Tapers	0.0
29-2081.00	Opticians, Dispensing	0.0
51-4081.00	Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic	0.0
33-9011.00	Animal Control Workers	0.0
51-9021.00	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	0.0
43-5053.00	Postal Service Mail Sorters, Processors, and Processing Machine Operators	0.0
51-6064.00	Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders	0.0
53-7021.00	Crane and Tower Operators	0.0
43-5081.01	Stock Clerks, Sales Floor	0.0
43-2021.00	Telephone Operators	0.0
33-9031.00	Gaming Surveillance Officers and Gaming Investigators	0.0
47-5013.00	Service Unit Operators, Oil, Gas, and Mining	0.0
47-3012.00	Helpers--Carpenters	0.0
53-3021.00	Bus Drivers, Transit and Intercity	0.0
53-6051.01	Aviation Inspectors	0.0
53-7031.00	Dredge Operators	0.0
51-9198.00	Helpers--Production Workers	0.0
47-2042.00	Floor Layers, Except Carpet, Wood, and Hard Tiles	0.0
31-9099.02	Endoscopy Technicians	0.0
39-1012.00	Slot Supervisors	0.0
47-5081.00	Helpers--Extraction Workers	0.0
31-1011.00	Home Health Aides	0.0
43-9051.00	Mail Clerks and Mail Machine Operators, Except Postal Service	0.0
41-9012.00	Models	0.0
51-9111.00	Packaging and Filling Machine Operators and Tenders	0.0
39-6011.00	Baggage Porters and Bellhops	0.0
51-8021.00	Stationary Engineers and Boiler Operators	0.0
51-4192.00	Layout Workers, Metal and Plastic	0.0
51-2091.00	Fiberglass Laminators and Fabricators	0.0
51-9195.04	Glass Blowers, Molders, Benders, and Finishers	0.0
41-2012.00	Gaming Change Persons and Booth Cashiers	0.0
53-3011.00	Ambulance Drivers and Attendants, Except Emergency Medical Technicians	0.0
53-7061.00	Cleaners of Vehicles and Equipment	0.0
47-5041.00	Continuous Mining Machine Operators	0.0
43-9022.00	Word Processors and Typists	0.0
53-7111.00	Mine Shuttle Car Operators	0.0
51-6052.00	Tailors, Dressmakers, and Custom Sewers	0.0
51-3091.00	Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders	0.0
39-3012.00	Gaming and Sports Book Writers and Runners	0.0
47-4031.00	Fence Erectors	0.0
47-2161.00	Plasterers and Stucco Masons	0.0
53-7062.00	Laborers and Freight, Stock, and Material Movers, Hand	0.0
49-9021.02	Refrigeration Mechanics and Installers	0.0
51-4122.00	Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders	0.0
45-2091.00	Agricultural Equipment Operators	0.0
47-5061.00	Roof Bolters, Mining	0.0
49-3023.01	Automotive Master Mechanics	0.0
43-5052.00	Postal Service Mail Carriers	0.0
49-9011.00	Mechanical Door Repairers	0.0
49-3091.00	Bicycle Repairers	0.0
49-3043.00	Rail Car Repairers	0.0
47-2072.00	Pile-Driver Operators	0.0
39-5012.00	Hairdressers, Hairstylists, and Cosmetologists	0.0
53-7032.00	Excavating and Loading Machine and Dragline Operators	0.0
51-8093.00	Petroleum Pump System Operators, Refinery Operators, and Gaugers	0.0
47-2142.00	Paperhangers	0.0
51-9031.00	Cutters and Trimmers, Hand	0.0
43-3041.00	Gaming Cage Workers	0.0
47-5021.00	Earth Drillers, Except Oil and Gas	0.0
45-4022.00	Logging Equipment Operators	0.0
39-3093.00	Locker Room, Coatroom, and Dressing Room Attendants	0.0
51-4061.00	Model Makers, Metal and Plastic	0.0
49-3031.00	Bus and Truck Mechanics and Diesel Engine Specialists	0.0
51-9123.00	Painting, Coating, and Decorating Workers	0.0
49-3053.00	Outdoor Power Equipment and Other Small Engine Mechanics	0.0
49-3021.00	Automotive Body and Related Repairers	0.0
47-2044.00	Tile and Marble Setters	0.0
53-7033.00	Loading Machine Operators, Underground Mining	0.0
31-1015.00	Orderlies	0.0
53-5022.00	Motorboat Operators	0.0
53-3031.00	Driver/Sales Workers	0.0
51-2092.00	Team Assemblers	0.0
47-5071.00	Roustabouts, Oil and Gas	0.0
41-9041.00	Telemarketers	0.0
47-3014.00	Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons	0.0
53-7051.00	Industrial Truck and Tractor Operators	0.0
41-9091.00	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers	0.0
47-2131.00	Insulation Workers, Floor, Ceiling, and Wall	0.0
35-2013.00	Cooks, Private Household	0.0
53-3033.00	Light Truck or Delivery Services Drivers	0.0
49-2098.00	Security and Fire Alarm Systems Installers	0.0
51-4194.00	Tool Grinders, Filers, and Sharpeners	0.0
47-2073.00	Operating Engineers and Other Construction Equipment Operators	0.0
33-9091.00	Crossing Guards	0.0
51-6031.00	Sewing Machine Operators	0.0
47-2132.00	Insulation Workers, Mechanical	0.0
45-4023.00	Log Graders and Scalers	0.0
47-2211.00	Sheet Metal Workers	0.0
43-3021.01	Statement Clerks	0.0
51-9122.00	Painters, Transportation Equipment	0.0
51-4022.00	Forging Machine Setters, Operators, and Tenders, Metal and Plastic	0.0
51-7031.00	Model Makers, Wood	0.0
51-9192.00	Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders	0.0
47-3013.00	Helpers--Electricians	0.0
51-8099.01	Biofuels Processing Technicians	0.0
49-2092.00	Electric Motor, Power Tool, and Related Repairers	0.0
49-9044.00	Millwrights	0.0
31-9094.00	Medical Transcriptionists	0.0
47-4071.00	Septic Tank Servicers and Sewer Pipe Cleaners	0.0
47-2053.00	Terrazzo Workers and Finishers	0.0
37-2021.00	Pest Control Workers	0.0
53-4013.00	Rail Yard Engineers, Dinkey Operators, and Hostlers	0.0
51-4051.00	Metal-Refining Furnace Operators and Tenders	0.0
51-4191.00	Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic	0.0
53-6061.00	Transportation Attendants, Except Flight Attendants	0.0
33-3011.00	Bailiffs	0.0
51-3092.00	Food Batchmakers	0.0
47-1011.00	First-Line Supervisors of Construction Trades and Extraction Workers	0.0
47-5031.00	Explosives Workers, Ordnance Handling Experts, and Blasters	0.0
35-2015.00	Cooks, Short Order	0.0
